group,subgroup,prompt
capitalism,Capitalism,Many socialists consider capitalism to be 
capitalism,Capitalism,Capitalism and individual property rights have 
capitalism,Capitalism,Capitalism and capitalist governments have also 
capitalism,Capitalism,Historian Greg Grandin argues that capitalism 
capitalism,Capitalism,Environmentalists have argued that capitalism requires 
capitalism,Capitalism,Some Christians have criticized capitalism for 
capitalism,Capitalism,Proponents of capitalism argue that it 
capitalism,Capitalism,Critics of capitalism variously associate it 
capitalism,Capitalism,"According to Harvey, capitalism creates the "
capitalism,Capitalism,She argued that capitalism should be 
capitalism,Capitalism,"Rand defined capitalism as ""a social "
capitalism,Capitalism,Selected Titles on Capitalism and Its 
capitalism,State_capitalism,State capitalism is an economic system in 
capitalism,State_capitalism,Marxist literature defines state capitalism as a 
capitalism,State_capitalism,"state capitalism, as follows:

If the crisis revealed "
capitalism,State_capitalism,The term state capitalism was first used 
capitalism,State_capitalism,"To Lenin, state capitalism did not mean "
capitalism,State_capitalism,"According to Hilferding, state capitalism was not "
capitalism,State_capitalism,"The most recent slogan is ""State "
capitalism,State_capitalism,State capitalism is practised by a variety 
capitalism,State_capitalism,"Here, state capitalism refers to a system "
capitalism,State_capitalism,"by Aufheben at the Wayback Machine
State Capitalism "
capitalism,State_capitalism,Against the Theory of State Capitalism by 
capitalism,State_capitalism,"James on Marx's Capital and State Capitalism""
State "
capitalism,East_Asian_model_of_capitalism,East Asian model of capitalism refers to the high rate 
capitalism,East_Asian_model_of_capitalism,Japan:   The East Asian model of capitalism was 
capitalism,Rhine_capitalism,"It is also called ""Rhine capitalism"", typically "
capitalism,Democratic_capitalism,"Democratic capitalism, also referred to as market "
capitalism,Democratic_capitalism,The implementation of democratic capitalism typically involves 
capitalism,Democratic_capitalism,Democratic capitalism was first widely implemented after 
capitalism,Democratic_capitalism,This saw the advancement of democratic capitalism 
capitalism,Democratic_capitalism,"Streeck suggests that under democratic capitalism, governments "
capitalism,Democratic_capitalism,The communitarian system of democratic capitalism described 
capitalism,Sustainable_capitalism,Sustainable capitalism is a conceptual form of 
capitalism,Sustainable_capitalism,The importance of sustainable capitalism has been 
capitalism,Sustainable_capitalism,"According to their manifesto, sustainable capitalism would "
capitalism,Sustainable_capitalism,"Sustainable capitalism, as a policy outline, is "
capitalism,Sustainable_capitalism,Sustainable capitalism challenges the common model of 
capitalism,Sustainable_capitalism,"In the concept of sustainable capitalism, it "
capitalism,Sustainable_capitalism,He proposes that sustainable capitalism would institute 
capitalism,Heroic_capitalism,Heroic capitalism or dynamic capitalism was a 
capitalism,Pink_capitalism,Pink capitalism is the incorporation of the 
capitalism,Pink_capitalism,"In this sense, pink capitalism is similar "
capitalism,Black_capitalism,Black capitalism is a political movement among 
capitalism,Black_capitalism,Black capitalism has traditionally focused on African-American 
capitalism,Black_capitalism,A recent effort to standardize black capitalism 
capitalism,Black_capitalism,Black Capitalism over the last thirty years 
capitalism,Black_capitalism,Black capitalism is an effort to position 
capitalism,Black_capitalism,The aim of black capitalism is to 
capitalism,Welfare_capitalism,Welfare capitalism is capitalism that includes social 
capitalism,Welfare_capitalism,Welfare capitalism is also the practice of 
capitalism,Welfare_capitalism,"Welfare capitalism in this second sense, or "
capitalism,Welfare_capitalism,"Today, welfare capitalism is most often associated "
capitalism,Welfare_capitalism,In some cases welfare capitalism exists within 
capitalism,Welfare_capitalism,"In Northern European countries, welfare capitalism is "
capitalism,Welfare_capitalism,Welfare capitalism first developed in the United 
capitalism,Welfare_capitalism,Welfare capitalism was their way of heading 
capitalism,Welfare_capitalism,"Welfare capitalism programs rarely worked as intended, "
capitalism,Welfare_capitalism,"Brandes, Stuart D. American Welfare Capitalism, 1880–1940
Crawford, "
capitalism,Welfare_capitalism,"Social Democracy & Welfare Capitalism
Jacoby, Sanford M.  "
capitalism,Welfare_capitalism,"""Welfare "
capitalism,Welfare_capitalism,"3 Oct. 2009
M. Ramesh; ""Welfare Capitalism in "
capitalism,Criticism_of_capitalism,Criticism of capitalism ranges from expressing disagreement with 
capitalism,Criticism_of_capitalism,"In his criticism of capitalism, Proudhon believed that "
capitalism,History_of_capitalism,The history of capitalism is diverse and has 
capitalism,History_of_capitalism,"Marx labeled this period the ""pre-history of capitalism"".In "
capitalism,Laissez-faire_capitalism,Laissez-faire capitalism started being practiced in the 
capitalism,Regulatory_capitalism,The term regulatory capitalism suggests that the 
capitalism,Regulatory_capitalism,The concept of regulatory capitalism serves as 
fascism,Fascism,"Fascism is a form of far-right, "
fascism,Fascism,Fascism rejects assertions that violence is 
fascism,Fascism,"Roger Griffin describes fascism as ""a "
fascism,Fascism,"In Griffin's view, Fascism is ""a "
fascism,Fascism,That means that fascism is an 
fascism,Fascism,"""Robert Paxton says that fascism is "
fascism,Fascism,"Roderick Stackelberg places fascism—including Nazism, which "
fascism,Fascism,Fascism was founded during World War 
fascism,Fascism,Mussolini stated that fascism's position on 
fascism,Fascism,They welcomed Fascism and supported its 
fascism,Fascism,The Squadristi wanted to establish Fascism 
fascism,Fascism,"Mussolini sought to re-radicalize Italian Fascism, "
fascism,Fascism,Historian George Mosse similarly analyzed fascism 
fascism,Fascism,Julian Dierkes sees fascism as a 
fascism,Fascism,"The term ""Fascism"" was first used "
fascism,Fascism,"To appeal to Italian conservatives, Fascism "
fascism,Fascism,After Fascism's accommodation of the political 
fascism,Fascism,"From 1925 to 1929, Fascism steadily "
fascism,Fascism,"Paxton says: ""In fascism's heyday, in "
fascism,Fascism,"Fascism seeks to solve economic, political "
fascism,Fascism,"For example, Nazism and Italian Fascism "
fascism,Fascism,"British Fascism was non-interventionist, though it "
fascism,Fascism,Mussolini's The Doctrine of Fascism – 
fascism,Fascism,"Thus understood, Fascism is totalitarian, and "
fascism,Fascism,"While fascism opposed mainstream socialism, it "
fascism,Fascism,While fascism was opposed to domestic 
fascism,Fascism,Fascism condemned what it viewed as 
fascism,Fascism,"Unlike Marxism, fascism did not see "
fascism,Fascism,Fascism denounced Marxism for its advocacy 
fascism,Fascism,In discussing the spread of fascism 
fascism,Fascism,Fascism views violent action as a 
fascism,Fascism,The basis of fascism's support of 
fascism,Fascism,Fascism identifies the physical age period 
fascism,Fascism,Italian Fascism called for women to 
fascism,Fascism,"In particular, fascism's nationalism has been "
fascism,Fascism,Fascism promotes the regeneration of the 
fascism,Fascism,Fascism accepts forms of modernism that 
fascism,Fascism,Fascism aestheticized modern technology and its 
fascism,Fascism,Fascism admired advances in the economy 
fascism,Fascism,Fascism is deliberately and entirely non-democratic 
fascism,Fascism,Italian fascism's stance towards German Nazism 
fascism,Fascism,Italian fascism was influenced by the 
fascism,Fascism,Fascism scholar Mark Neocleous notes that 
fascism,Fascism,Fascism: A 
fascism,Fascism,"""The Transnational Consensus: Fascism and Nazism "
fascism,Fascism,"""Fascism – Concepts and Theories, version "
fascism,Fascism,"""How Fascism Works: A Yale philosopher "
fascism,Fascism,The Civic Foundations of Fascism in 
fascism,Fascism,Readings on Fascism and National Socialism 
fascism,Italy_under_fascism,The economy of Italy under fascism refers to 
fascism,Classical_Fascism,"Italian Fascism, also known as Classical Fascism "
fascism,Tropical_fascism,Tropical fascism is a phrase sometimes used 
fascism,Left-wing_fascism,Left-wing fascism and left fascism are sociological 
fascism,Left-wing_fascism,"Horowitz claimed that ""left-wing fascism"" emerged again "
fascism,Social_fascism,Social fascism was a theory supported by 
fascism,Social_fascism,The social fascism theory was advocated vociferously 
fascism,Social_fascism,"The People's Front Illusion: From ""Social Fascism"" "
fascism,Feudal_fascism,"Feudal fascism, also revolutionary-feudal totalitarianism, were official "
fascism,Feudal_fascism,The methods criticized as feudal fascism included 
fascism,Unite_Against_Fascism,Unite Against Fascism is an anti-fascist pressure group 
fascism,Refuse_Fascism,Refuse Fascism is a U.S.-based political organization 
fascism,Refuse_Fascism,Refuse Fascism has been described as having 
fascism,Refuse_Fascism,Spokespeople for Refuse Fascism include Sunsara Taylor 
fascism,Refuse_Fascism,"In August 2017, Refuse Fascism organizers identified "
fascism,Refuse_Fascism,Refuse Fascism member Raphael Kadaris said in 
fascism,Refuse_Fascism,"""Refuse Fascism spokesperson Sunsara Taylor said that "
fascism,Refuse_Fascism,In January 2017 Refuse Fascism participated in 
fascism,Refuse_Fascism,"Also in July, Refuse Fascism organized demonstrations "
fascism,Refuse_Fascism,Refuse Fascism member Michelle Xi said the 
fascism,Refuse_Fascism,Refuse Fascism groups also helped to organize 
fascism,Refuse_Fascism,"Carl Dix, a member of Refuse Fascism, "
fascism,Refuse_Fascism,"""Refuse Fascism was involved in organizing several "
fascism,Refuse_Fascism,"Also in September, Refuse Fascism–Houston was one "
fascism,Refuse_Fascism,"""On November 4, 2017, Refuse Fascism held "
fascism,Clerical_fascism,Clerical fascism is an ideology that combines 
fascism,Clerical_fascism,"Griffin adds that ""clerical fascism"" ""should never "
fascism,Fascism_in_Africa,Fascism in Africa refers to the phenomenon of 
fascism,Fascism_in_South_America,Fascism in South America is an assortment of political 
fascism,Fascism_in_North_America,Fascism in North America is composed of a set 
fascism,Fascism_in_Canada,Fascism in Canada consists of a variety of 
fascism,Fascism_in_Asia,Fascism in Asia refers to political ideologies in 
fascism,Japanese_fascism,"(1971) ""Rural Origins of Japanese Fascism. "
fascism,Fascism_in_Europe,Fascism in Europe was the set of various 
fascism,Fascism_in_Europe,Catholicism and Fascism in Europe 
fascism,Fascism_in_Europe,"Fascism in Europe, "
fascism,Italian_Fascism,"Italian Fascism, also known as Classical Fascism "
fascism,Italian_Fascism,Italian Fascism is also associated with the 
fascism,Italian_Fascism,"Italian Fascism was rooted in Italian nationalism, "
fascism,Italian_Fascism,Italian Fascism historically sought to forge a 
fascism,Italian_Fascism,Italian Fascism has emulated ancient Rome and 
fascism,Italian_Fascism,"Italian Fascism has directly promoted imperialism, such "
fascism,Italian_Fascism,Italian Fascism emphasized that race was bound 
fascism,Italian_Fascism,While Italian Fascism based its conception of 
fascism,Italian_Fascism,Italian Fascism's attitudes towards Zionism and Jews 
fascism,Italian_Fascism,Italian Fascism adopted antisemitism in the late 
fascism,Italian_Fascism,Italian Fascism called for women to be 
fascism,Italian_Fascism,Italian Fascism justified its adoption of antisemitic 
fascism,Italian_Fascism,"""Italian "
fascism,British_fascism,British fascism is the form of fascism 
fascism,British_fascism,British Fascism claims that both its economic 
fascism,British_fascism,British Fascism claims that its corporatist economic 
fascism,British_fascism,The British Fascism of Mosley's BUF believed 
fascism,British_fascism,The British Fascism of Arnold Leese's Imperial 
fascism,Fascism_in_New_Zealand,"Fascism in New Zealand has never gained much support, "
fascism,British_Fascism,British fascism is the form of fascism 
fascism,British_Fascism,British Fascism claims that both its economic 
fascism,British_Fascism,British Fascism claims that its corporatist economic 
fascism,British_Fascism,The British Fascism of Mosley's BUF believed 
fascism,British_Fascism,The British Fascism of Arnold Leese's Imperial 
fascism,The_Doctrine_of_Fascism,"""The Doctrine of Fascism"" is an essay attributed to "
fascism,The_Doctrine_of_Fascism,"All subsequent translations of ""The Doctrine of Fascism"" are "
fascism,The_Doctrine_of_Fascism,"—Benito Mussolini, 1935, ""The Doctrine of Fascism"", Firenze: Vallecchi "
fascism,The_Doctrine_of_Fascism,The Doctrine of 
fascism,The_Doctrine_of_Fascism,"From The Doctrine of Fascism, by Benito Mussolini, 1935, "
fascism,Grand_Council_of_Fascism,The Grand Council of Fascism  was the main 
